image_id,image_path,label
patch-0-1175-25-1200-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-1175-25-1200-#SK1468_combined.tif#.png,no_wall
patch-0-1475-25-1492-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-1475-25-1492-#SK1468_combined.tif#.png,no_wall
patch-0-275-25-300-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-275-25-300-#SK1468_combined.tif#.png,wall
patch-0-350-25-375-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-350-25-375-#SK1468_combined.tif#.png,no_wall
patch-0-375-25-400-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-375-25-400-#SK1468_combined.tif#.png,no_wall
patch-0-700-25-725-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-700-25-725-#SK1468_combined.tif#.png,no_wall
patch-0-775-25-800-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-775-25-800-#SK1468_combined.tif#.png,no_wall
patch-0-850-25-875-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-850-25-875-#SK1468_combined.tif#.png,no_wall
patch-100-1000-125-1025-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-1000-125-1025-#SK1468_combined.tif#.png,no_wall
patch-100-1325-125-1350-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-1325-125-1350-#SK1468_combined.tif#.png,no_wall
patch-100-200-125-225-#SK1468_combined.tif#.png,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-200-125-225-#SK1468_combined.tif#.png,wall
